Tweets,Polarity,Sentiments
CROF by Green Team Kohima work as a catalyst between affected people those willing 2 help out but cannot involve directly While d pandemic can be contained hunger starvation can t be postponed or keep a hold standforhumanity greenteamkohima kohima nagaland covid 19,0.049999999999999996,Positive
CROF by Green Team Kohima work as a catalyst between affected people those willing 2 help out but cannot involve directly While d pandemic can be contained hunger starvation can t be postponed or keep a hold standforhumanity greenteamkohima kohima nagaland covid 19,0.049999999999999996,Positive
